domain,sources,decision,confidence,category,dr,ascore,traffic,positions,is_spam,links,ip,country,first,last,topical,signals,evidence,qa_note
blinks.monster,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,34,172.67.161.83,,2025-12-11,2026-08-26,,1,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
blinks.sbs,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,4,0,0,,17,104.21.3.70,,2026-01-19,2026-08-28,,1,footprint: Link-selling / SEO-service PBN | no organic traffic/kw (auth=4),
blogerreviewers.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,7,104.21.91.112,,2026-08-24,2026-08-31,,1,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
booastrankingwithbacklinks.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,203.161.54.114,us,2026-07-02,2026-08-25,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
buyfairbacklinks.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,203.161.54.114,us,2026-06-30,2026-08-20,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
buyrankbacklinks.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,5,0,0,,3,203.161.54.114,us,2026-06-26,2026-08-28,,3,footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | no organic traffic/kw (auth=5),
buyseolinks.site,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,199.188.206.19,us,2026-08-02,2026-08-19,,1,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
buytopqualitybacklinks.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,203.161.54.114,us,2026-07-02,2026-08-28,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
clicktobuybacklinks.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,203.161.54.114,us,2026-07-02,2026-09-01,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
daolink.mom,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,3,0,0,,4,67.223.118.29,us,2026-01-19,2026-07-20,,2,"footprint: Link-selling / SEO-service PBN | link-network IP 67.223.118.29 (+5 siblings) | dead (auth=3,0 traffic,0 kw)",
eliteseobacklinks.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,203.161.54.114,us,2026-08-06,2026-08-23,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
firstguestpost.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,5,0,0,,1,104.21.72.232,,2026-08-29,2026-08-29,,1,footprint: Link-selling / SEO-service PBN | no organic traffic/kw (auth=5),
friendlybacklinksbuy.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,203.161.54.114,us,2026-06-30,2026-08-27,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
goooogla.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,4,0,0,,35,203.161.54.114,us,2026-04-06,2026-08-26,,3,footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | no organic traffic/kw (auth=4),
increasewebtrafficwithlinks.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,203.161.54.114,us,2026-07-01,2026-08-25,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
linksnatcher.art,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,23,118.139.181.85,sg,2026-03-18,2026-08-30,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
linksnatcher.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,59,118.139.181.255,sg,2026-01-11,2026-08-23,,2,"footprint: Link-selling / SEO-service PBN | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
mediaboooster.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,5,0,0,,4,172.67.157.188,,2026-08-25,2026-08-31,,1,footprint: Link-selling / SEO-service PBN | no organic traffic/kw (auth=5),
newblogerseo.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,172.67.161.249,,2026-08-27,2026-08-30,,1,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
quickseolinks.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,203.161.54.114,us,2026-07-02,2026-08-25,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
rankvance-agency.online,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,4,172.67.188.70,,2025-12-25,2026-07-05,,1,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
rankvance.info,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,4,104.21.30.204,,2025-12-24,2026-05-22,,1,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
rankvance.online,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,4,172.67.140.5,,2025-10-16,2026-05-16,,1,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
rankvance.website,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,2,104.21.61.71,,2025-09-07,2026-04-12,,1,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
rankvanceagency.info,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,4,104.21.43.18,,2026-03-01,2026-05-17,,1,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
rankvanceauthority.info,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,172.67.211.24,,2025-12-21,2026-07-05,,1,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
rankvanceauthority.pro,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,1,104.21.20.47,,2026-02-15,2026-03-08,,1,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
rankvanceboost.info,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,5,172.67.222.56,,2025-09-10,2026-04-10,,1,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
rankvancelinks.info,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,6,172.67.185.200,,2025-12-02,2026-08-18,,1,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
rankvancelinks.online,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,5,172.67.209.72,,2025-10-16,2026-08-18,,1,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
rankvanceseo.info,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,5,0,0,,4,172.67.183.193,,2025-08-31,2026-07-06,,1,footprint: Link-selling / SEO-service PBN | no organic traffic/kw (auth=5),
rankvanceseo.website,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,1,104.21.13.220,,2026-01-12,2026-03-20,,1,"footprint: Link-selling / SEO-service PBN | dead (auth=2,0 traffic,0 kw)",
rarebacklinks.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,203.161.54.114,us,2026-07-02,2026-08-25,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
seolinkexpress.shop,ahrefs,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,0,0,0,TRUE,2,172.67.188.238,,2026-08-13,,,2,"footprint: Link-selling / SEO-service PBN | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
skylinkseo.site,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,4,0,0,,3,67.223.118.29,us,2025-11-24,2026-07-18,,2,footprint: Link-selling / SEO-service PBN | link-network IP 67.223.118.29 (+5 siblings) | no organic traffic/kw (auth=4),
superbqualitybacklinks.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,203.161.54.114,us,2026-07-01,2026-09-01,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
topratedbacklinks.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,203.161.54.114,us,2026-08-12,2026-08-29,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
trafficboosterlinkseo.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,203.161.54.114,us,2026-06-30,2026-08-18,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
viralbacklinks.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,203.161.54.114,us,2026-06-28,2026-08-25,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
webbacklinkskbuy.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,203.161.54.114,us,2026-08-09,2026-08-26,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
webrankingsolutionbacklinks.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,203.161.54.114,us,2026-06-29,2026-08-26,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
welinkbacklinks.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,203.161.54.114,us,2026-06-30,2026-08-26,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
worldbusinesspromote.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,3,0,0,,3,67.223.118.29,us,2026-03-31,2026-07-16,,2,"footprint: Link-selling / SEO-service PBN | link-network IP 67.223.118.29 (+5 siblings) | dead (auth=3,0 traffic,0 kw)",
worldtopbacklinks.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,203.161.54.114,us,2026-06-29,2026-08-27,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
wowqualitybacklinks.com,semrush,DISAVOW,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,,3,203.161.54.114,us,2026-06-29,2026-08-25,,3,"footprint: Link-selling / SEO-service PBN | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
allwebsitesdirectory.com,semrush,DISAVOW,HIGH,Low-quality directory / TLD list,0.0,2,0,0,,60,184.168.115.60,sg,2026-01-03,2026-09-01,,3,"footprint: Low-quality directory / TLD list | link-network IP 184.168.115.60 (+8 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
australianwebdirectory.shop,semrush,DISAVOW,HIGH,Low-quality directory / TLD list,0.0,3,0,0,,22,184.168.111.168,sg,2025-06-21,2026-03-14,,2,"footprint: Low-quality directory / TLD list | known link-farm IP block | dead (auth=3,0 traffic,0 kw)",
directorylinkservice.com,semrush,DISAVOW,HIGH,Low-quality directory / TLD list,0.0,3,0,0,,6,184.168.113.185,sg,2026-02-22,2026-07-04,,2,"footprint: Low-quality directory / TLD list | known link-farm IP block | dead (auth=3,0 traffic,0 kw)",
domainwork.space,semrush,DISAVOW,HIGH,Low-quality directory / TLD list,0.0,2,0,0,,13,118.139.181.85,sg,2026-02-14,2026-04-30,,3,"footprint: Low-quality directory / TLD list | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
newwebsiteslist.com,semrush,DISAVOW,HIGH,Low-quality directory / TLD list,0.0,2,0,0,,5,184.168.115.60,sg,2026-07-09,2026-08-26,,3,"footprint: Low-quality directory / TLD list | link-network IP 184.168.115.60 (+8 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
topleveldomains.space,semrush,DISAVOW,HIGH,Low-quality directory / TLD list,0.0,2,0,0,,24,118.139.181.85,sg,2026-02-10,2026-04-30,,3,"footprint: Low-quality directory / TLD list | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
toplist.co.in,semrush,DISAVOW,HIGH,Low-quality directory / TLD list,0.0,4,0,0,,1,184.168.109.253,sg,2026-04-16,2026-08-13,,2,footprint: Low-quality directory / TLD list | known link-farm IP block | no organic traffic/kw (auth=4),
trendspotdirectory.com,ahrefs+semrush,DISAVOW,HIGH,Low-quality directory / TLD list,0.0,6,0,0,,1,35.208.147.119,us,2026-06-14,2026-08-15,,1,footprint: Low-quality directory / TLD list | no organic traffic/kw (auth=6),CONFIRMED by both Ahrefs+Semrush
uaewebdirectory.info,semrush,DISAVOW,HIGH,Low-quality directory / TLD list,0.0,2,0,0,,30,118.139.181.85,sg,2026-02-08,2026-07-23,,3,"footprint: Low-quality directory / TLD list | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
yesdomains.space,semrush,DISAVOW,HIGH,Low-quality directory / TLD list,0.0,2,0,0,,14,118.139.181.85,sg,2026-02-11,2026-04-30,,3,"footprint: Low-quality directory / TLD list | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
1000.co.in,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,14,118.139.181.85,sg,2026-04-05,2026-08-26,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
2x9.co,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,23,118.139.178.200,sg,2025-12-05,2026-06-12,,3,"2+ independent toxic signals | link-network IP 118.139.178.200 (+3 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
abyoxohg.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,4,104.21.96.1,,2025-05-21,2026-04-07,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
acquire.co.in,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,2,92.249.46.138,in,2026-04-29,2026-05-11,,2,"2+ independent toxic signals | link-network IP 92.249.46.138 (+3 siblings) | dead (auth=2,0 traffic,0 kw)",
agkjaxjp.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,7,104.21.53.224,,2025-05-21,2026-02-27,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
alljobs.info,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,42,118.139.176.46,sg,2026-01-14,2026-09-01,,3,"2+ independent toxic signals | link-network IP 118.139.176.46 (+8 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
aocrsljd.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,188.114.97.0,,2025-05-28,2026-01-28,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
azabuhfq.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,10,104.21.0.188,,2025-05-21,2026-04-02,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
bitbuzz.org,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,6,0,0,,1,184.168.108.151,sg,2026-05-24,2026-05-24,,2,2+ independent toxic signals | known link-farm IP block | no organic traffic/kw (auth=6),
booksreadr.org,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,4,0,0,,33,92.249.46.138,in,2025-12-09,2026-06-05,,2,2+ independent toxic signals | link-network IP 92.249.46.138 (+3 siblings) | no organic traffic/kw (auth=4),
brilko.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.63.118,,2026-08-28,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
carplz.com,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,8,118.139.181.85,sg,2026-02-09,2026-07-17,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
cheapsmmprovider.info,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,7,118.139.181.85,sg,2026-04-09,2026-06-06,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
cheapsmmprovider.online,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,17,118.139.181.85,sg,2026-05-14,2026-08-01,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
cnftcymf.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,188.114.96.2,,2025-05-21,2026-01-27,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
corrector.in,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,10,118.139.181.85,sg,2026-02-11,2026-03-13,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
crjvnslb.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,7,172.67.156.174,,2025-05-21,2026-03-13,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
cusholvz.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.32.1,,2025-05-21,2026-03-18,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
customerservicetrust.com,ahrefs+semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,TRUE,3,172.67.179.24,,2026-04-07,2026-07-26,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=2,0 traffic,0 kw)",CONFIRMED by both Ahrefs+Semrush
cvwpfwsi.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,188.114.96.0,,2025-05-21,2026-01-22,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
cwnvzssm.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,9,104.21.96.1,,2025-05-27,2026-02-01,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
cxcvnjpq.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,1,104.21.41.149,,2025-05-25,2025-12-16,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
ddpjurqs.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,7,188.114.97.0,,2025-05-27,2026-02-10,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
dmjltsfe.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,3,188.114.96.2,,2025-05-21,2026-03-14,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
domain.com.lc,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,59,184.168.115.60,sg,2026-01-03,2026-09-01,,3,"2+ independent toxic signals | link-network IP 184.168.115.60 (+8 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
domainrankboost.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,172.67.153.220,,2026-08-07,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
domainrankexperts.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.48.203,,2026-08-07,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
domains.com.bz,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,4,0,0,,11,184.168.115.60,sg,2026-02-16,2026-08-26,,3,2+ independent toxic signals | link-network IP 184.168.115.60 (+8 siblings) | known link-farm IP block | no organic traffic/kw (auth=4),
doorswindowscompany.com,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,3,191.101.14.187,us,2024-11-23,2026-06-16,Y,2,"2+ independent toxic signals | link-network IP 191.101.14.187 (+3 siblings) | dead (auth=2,0 traffic,0 kw)",
ecommercebenchmarking.com,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,9,118.139.178.200,sg,2026-03-15,2026-03-23,,3,"2+ independent toxic signals | link-network IP 118.139.178.200 (+3 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
efbgtvmn.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.80.1,,2025-05-21,2026-01-15,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
egyptiandirectory.com,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,45,184.168.116.137,sg,2026-01-19,2026-06-19,,2,"2+ independent toxic signals | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
factmags.com,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,4,0,0,,76,203.161.54.114,us,2026-02-18,2026-09-01,,3,2+ independent toxic signals | link-network IP 203.161.54.114 (+26 siblings) | known link-farm IP block | no organic traffic/kw (auth=4),
fifkxhby.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,4,104.21.84.81,,2025-05-22,2026-02-15,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
findinfo.in,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,27,118.139.181.85,sg,2026-03-18,2026-09-01,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
gamerkun.com,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,18,118.139.181.85,sg,2026-03-30,2026-08-31,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
getonline.co.in,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,26,118.139.181.85,sg,2026-03-14,2026-08-30,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
globalecommerce.org,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,3,0,0,,58,118.139.177.45,sg,2025-12-11,2026-08-29,,2,"2+ independent toxic signals | known link-farm IP block | dead (auth=3,0 traffic,0 kw)",
googleseoauthority.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.91.152,,2026-08-11,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
googleseocraft.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,172.67.223.91,,2026-08-11,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
googleseoexperts.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.78.137,,2026-08-12,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
googleseopoint.shop,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,2,104.21.50.155,,2026-08-12,,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
hebagh.cv,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,17,118.139.181.85,sg,2026-03-16,2026-06-28,,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
homefinance.co.in,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,34,118.139.181.85,sg,2026-02-10,2026-09-01,Y,3,"2+ independent toxic signals | link-network IP 118.139.181.85 (+31 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
hwousfvg.xyz,ahrefs,DISAVOW,HIGH,Multi-signal spam,0.0,0,0,0,TRUE,3,172.67.179.169,,2025-05-21,2026-01-22,,2,"2+ independent toxic signals | Ahrefs is_spam=true | dead (auth=0,0 traffic,0 kw)",
indexaward.com,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,2,0,0,,42,118.139.176.46,sg,2026-04-04,2026-08-30,,3,"2+ independent toxic signals | link-network IP 118.139.176.46 (+8 siblings) | known link-farm IP block | dead (auth=2,0 traffic,0 kw)",
indians.cc,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,3,0,0,,55,118.139.181.255,sg,2026-01-14,2026-09-01,,2,"2+ independent toxic signals | known link-farm IP block | dead (auth=3,0 traffic,0 kw)",
intconference.org,semrush,DISAVOW,HIGH,Multi-signal spam,0.0,5,0,0,,2,184.168.107.83,sg,2026-03-02,2026-03-21,,2,2+ independent toxic signals | known link-farm IP block | no organic traffic/kw (auth=5),
