domain,sources,confidence,category,dr,ascore,traffic,positions,is_spam,links,ip,country,first,last,evidence
booastrankingwithbacklinks.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,203.161.54.114,us,2026-07-02,2026-08-25,"footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
buyfairbacklinks.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,203.161.54.114,us,2026-06-30,2026-08-20,"footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
buyrankbacklinks.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,5,0,0,False,3,203.161.54.114,us,2026-06-26,2026-08-28,footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:no organic traffic/keywords (auth=5)
buyseolinks.site,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,199.188.206.19,us,2026-08-02,2026-08-19,"footprint: Link-selling / SEO-service PBN | S:dead (auth=2, 0 traffic, 0 keywords)"
buytopqualitybacklinks.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,203.161.54.114,us,2026-07-02,2026-08-28,"footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
clicktobuybacklinks.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,203.161.54.114,us,2026-07-02,2026-09-01,"footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
daolink.mom,semrush,HIGH,Link-selling / SEO-service PBN,0.0,3,0,0,False,4,67.223.118.29,us,2026-01-19,2026-07-20,"footprint: Link-selling / SEO-service PBN | S:link-network IP 67.223.118.29 (+5 sibling domains) | S:dead (auth=3, 0 traffic, 0 keywords)"
eliteseobacklinks.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,203.161.54.114,us,2026-08-06,2026-08-23,"footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
firstguestpost.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,5,0,0,False,1,104.21.72.232,,2026-08-29,2026-08-29,footprint: Link-selling / SEO-service PBN | S:no organic traffic/keywords (auth=5)
friendlybacklinksbuy.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,203.161.54.114,us,2026-06-30,2026-08-27,"footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
goooogla.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,4,0,0,False,35,203.161.54.114,us,2026-04-06,2026-08-26,footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:no organic traffic/keywords (auth=4)
increasewebtrafficwithlinks.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,203.161.54.114,us,2026-07-01,2026-08-25,"footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
linksnatcher.art,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,23,118.139.181.85,sg,2026-03-18,2026-08-30,"footprint: Link-selling / SEO-service PBN | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
linksnatcher.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,59,118.139.181.255,sg,2026-01-11,2026-08-23,"footprint: Link-selling / SEO-service PBN | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
mediaboooster.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,5,0,0,False,4,172.67.157.188,,2026-08-25,2026-08-31,footprint: Link-selling / SEO-service PBN | S:no organic traffic/keywords (auth=5)
newblogerseo.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,172.67.161.249,,2026-08-27,2026-08-30,"footprint: Link-selling / SEO-service PBN | S:dead (auth=2, 0 traffic, 0 keywords)"
quickseolinks.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,203.161.54.114,us,2026-07-02,2026-08-25,"footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
rankvance-agency.online,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,4,172.67.188.70,,2025-12-25,2026-07-05,"footprint: Link-selling / SEO-service PBN | S:dead (auth=2, 0 traffic, 0 keywords)"
rankvance.info,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,4,104.21.30.204,,2025-12-24,2026-05-22,"footprint: Link-selling / SEO-service PBN | S:dead (auth=2, 0 traffic, 0 keywords)"
rankvance.online,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,4,172.67.140.5,,2025-10-16,2026-05-16,"footprint: Link-selling / SEO-service PBN | S:dead (auth=2, 0 traffic, 0 keywords)"
rankvance.website,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,2,104.21.61.71,,2025-09-07,2026-04-12,"footprint: Link-selling / SEO-service PBN | S:dead (auth=2, 0 traffic, 0 keywords)"
rankvanceagency.info,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,4,104.21.43.18,,2026-03-01,2026-05-17,"footprint: Link-selling / SEO-service PBN | S:dead (auth=2, 0 traffic, 0 keywords)"
rankvanceauthority.info,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,172.67.211.24,,2025-12-21,2026-07-05,"footprint: Link-selling / SEO-service PBN | S:dead (auth=2, 0 traffic, 0 keywords)"
rankvanceauthority.pro,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,1,104.21.20.47,,2026-02-15,2026-03-08,"footprint: Link-selling / SEO-service PBN | S:dead (auth=2, 0 traffic, 0 keywords)"
rankvanceboost.info,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,5,172.67.222.56,,2025-09-10,2026-04-10,"footprint: Link-selling / SEO-service PBN | S:dead (auth=2, 0 traffic, 0 keywords)"
rankvancelinks.info,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,6,172.67.185.200,,2025-12-02,2026-08-18,"footprint: Link-selling / SEO-service PBN | S:dead (auth=2, 0 traffic, 0 keywords)"
rankvancelinks.online,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,5,172.67.209.72,,2025-10-16,2026-08-18,"footprint: Link-selling / SEO-service PBN | S:dead (auth=2, 0 traffic, 0 keywords)"
rankvanceseo.info,semrush,HIGH,Link-selling / SEO-service PBN,0.0,5,0,0,False,4,172.67.183.193,,2025-08-31,2026-07-06,footprint: Link-selling / SEO-service PBN | S:no organic traffic/keywords (auth=5)
rankvanceseo.website,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,1,104.21.13.220,,2026-01-12,2026-03-20,"footprint: Link-selling / SEO-service PBN | S:dead (auth=2, 0 traffic, 0 keywords)"
rarebacklinks.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,203.161.54.114,us,2026-07-02,2026-08-25,"footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
seolinkexpress.shop,ahrefs,HIGH,Link-selling / SEO-service PBN,0.0,0,0,0,True,2,172.67.188.238,,2026-08-13,,"footprint: Link-selling / SEO-service PBN | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
skylinkseo.site,semrush,HIGH,Link-selling / SEO-service PBN,0.0,4,0,0,False,3,67.223.118.29,us,2025-11-24,2026-07-18,footprint: Link-selling / SEO-service PBN | S:link-network IP 67.223.118.29 (+5 sibling domains) | S:no organic traffic/keywords (auth=4)
superbqualitybacklinks.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,203.161.54.114,us,2026-07-01,2026-09-01,"footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
topratedbacklinks.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,203.161.54.114,us,2026-08-12,2026-08-29,"footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
trafficboosterlinkseo.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,203.161.54.114,us,2026-06-30,2026-08-18,"footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
viralbacklinks.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,203.161.54.114,us,2026-06-28,2026-08-25,"footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
webbacklinkskbuy.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,203.161.54.114,us,2026-08-09,2026-08-26,"footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
webrankingsolutionbacklinks.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,203.161.54.114,us,2026-06-29,2026-08-26,"footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
welinkbacklinks.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,203.161.54.114,us,2026-06-30,2026-08-26,"footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
worldbusinesspromote.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,3,0,0,False,3,67.223.118.29,us,2026-03-31,2026-07-16,"footprint: Link-selling / SEO-service PBN | S:link-network IP 67.223.118.29 (+5 sibling domains) | S:dead (auth=3, 0 traffic, 0 keywords)"
worldtopbacklinks.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,203.161.54.114,us,2026-06-29,2026-08-27,"footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
wowqualitybacklinks.com,semrush,HIGH,Link-selling / SEO-service PBN,0.0,2,0,0,False,3,203.161.54.114,us,2026-06-29,2026-08-25,"footprint: Link-selling / SEO-service PBN | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
allwebsitesdirectory.com,semrush,HIGH,Low-quality directory / TLD list,0.0,2,0,0,False,60,184.168.115.60,sg,2026-01-03,2026-09-01,"footprint: Low-quality directory / TLD list | S:link-network IP 184.168.115.60 (+8 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
australianwebdirectory.shop,semrush,HIGH,Low-quality directory / TLD list,0.0,3,0,0,False,22,184.168.111.168,sg,2025-06-21,2026-03-14,"footprint: Low-quality directory / TLD list | S:known link-farm IP block | S:dead (auth=3, 0 traffic, 0 keywords)"
directorylinkservice.com,semrush,HIGH,Low-quality directory / TLD list,0.0,3,0,0,False,6,184.168.113.185,sg,2026-02-22,2026-07-04,"footprint: Low-quality directory / TLD list | S:known link-farm IP block | S:dead (auth=3, 0 traffic, 0 keywords)"
domainwork.space,semrush,HIGH,Low-quality directory / TLD list,0.0,2,0,0,False,13,118.139.181.85,sg,2026-02-14,2026-04-30,"footprint: Low-quality directory / TLD list | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
newwebsiteslist.com,semrush,HIGH,Low-quality directory / TLD list,0.0,2,0,0,False,5,184.168.115.60,sg,2026-07-09,2026-08-26,"footprint: Low-quality directory / TLD list | S:link-network IP 184.168.115.60 (+8 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
topleveldomains.space,semrush,HIGH,Low-quality directory / TLD list,0.0,2,0,0,False,24,118.139.181.85,sg,2026-02-10,2026-04-30,"footprint: Low-quality directory / TLD list | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
toplist.co.in,semrush,HIGH,Low-quality directory / TLD list,0.0,4,0,0,False,1,184.168.109.253,sg,2026-04-16,2026-08-13,footprint: Low-quality directory / TLD list | S:known link-farm IP block | S:no organic traffic/keywords (auth=4)
trendspotdirectory.com,ahrefs+semrush,HIGH,Low-quality directory / TLD list,0.0,6,0,0,False,1,35.208.147.119,us,2026-06-14,2026-08-15,footprint: Low-quality directory / TLD list | S:no organic traffic/keywords (auth=6)
uaewebdirectory.info,semrush,HIGH,Low-quality directory / TLD list,0.0,2,0,0,False,30,118.139.181.85,sg,2026-02-08,2026-07-23,"footprint: Low-quality directory / TLD list | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
yesdomains.space,semrush,HIGH,Low-quality directory / TLD list,0.0,2,0,0,False,14,118.139.181.85,sg,2026-02-11,2026-04-30,"footprint: Low-quality directory / TLD list | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
1000.co.in,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,14,118.139.181.85,sg,2026-04-05,2026-08-26,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
2x9.co,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,23,118.139.178.200,sg,2025-12-05,2026-06-12,"two or more independent toxic signals | S:link-network IP 118.139.178.200 (+3 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
abyoxohg.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,4,104.21.96.1,,2025-05-21,2026-04-07,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
acquire.co.in,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,2,92.249.46.138,in,2026-04-29,2026-05-11,"two or more independent toxic signals | S:link-network IP 92.249.46.138 (+3 sibling domains) | S:dead (auth=2, 0 traffic, 0 keywords)"
agkjaxjp.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,7,104.21.53.224,,2025-05-21,2026-02-27,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
alljobs.info,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,42,118.139.176.46,sg,2026-01-14,2026-09-01,"two or more independent toxic signals | S:link-network IP 118.139.176.46 (+8 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
aocrsljd.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,188.114.97.0,,2025-05-28,2026-01-28,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
azabuhfq.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,10,104.21.0.188,,2025-05-21,2026-04-02,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
bitbuzz.org,semrush,HIGH,Multi-signal spam,0.0,6,0,0,False,1,184.168.108.151,sg,2026-05-24,2026-05-24,two or more independent toxic signals | S:known link-farm IP block | S:no organic traffic/keywords (auth=6)
booksreadr.org,semrush,HIGH,Multi-signal spam,0.0,4,0,0,False,33,92.249.46.138,in,2025-12-09,2026-06-05,two or more independent toxic signals | S:link-network IP 92.249.46.138 (+3 sibling domains) | S:no organic traffic/keywords (auth=4)
brilko.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.63.118,,2026-08-28,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
carplz.com,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,8,118.139.181.85,sg,2026-02-09,2026-07-17,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
cheapsmmprovider.info,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,7,118.139.181.85,sg,2026-04-09,2026-06-06,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
cheapsmmprovider.online,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,17,118.139.181.85,sg,2026-05-14,2026-08-01,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
cnftcymf.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,188.114.96.2,,2025-05-21,2026-01-27,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
corrector.in,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,10,118.139.181.85,sg,2026-02-11,2026-03-13,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
crjvnslb.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,7,172.67.156.174,,2025-05-21,2026-03-13,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
cusholvz.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.32.1,,2025-05-21,2026-03-18,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
customerservicetrust.com,ahrefs+semrush,HIGH,Multi-signal spam,0.0,2,0,0,True,3,172.67.179.24,,2026-04-07,2026-07-26,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=2, 0 traffic, 0 keywords)"
cvwpfwsi.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,188.114.96.0,,2025-05-21,2026-01-22,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
cwnvzssm.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,9,104.21.96.1,,2025-05-27,2026-02-01,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
cxcvnjpq.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,1,104.21.41.149,,2025-05-25,2025-12-16,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
ddpjurqs.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,7,188.114.97.0,,2025-05-27,2026-02-10,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
dmjltsfe.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,3,188.114.96.2,,2025-05-21,2026-03-14,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
domain.com.lc,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,59,184.168.115.60,sg,2026-01-03,2026-09-01,"two or more independent toxic signals | S:link-network IP 184.168.115.60 (+8 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
domainrankboost.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,172.67.153.220,,2026-08-07,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
domainrankexperts.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.48.203,,2026-08-07,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
domains.com.bz,semrush,HIGH,Multi-signal spam,0.0,4,0,0,False,11,184.168.115.60,sg,2026-02-16,2026-08-26,two or more independent toxic signals | S:link-network IP 184.168.115.60 (+8 sibling domains) | S:known link-farm IP block | S:no organic traffic/keywords (auth=4)
doorswindowscompany.com,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,3,191.101.14.187,us,2024-11-23,2026-06-16,"two or more independent toxic signals | S:link-network IP 191.101.14.187 (+3 sibling domains) | S:dead (auth=2, 0 traffic, 0 keywords)"
ecommercebenchmarking.com,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,9,118.139.178.200,sg,2026-03-15,2026-03-23,"two or more independent toxic signals | S:link-network IP 118.139.178.200 (+3 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
efbgtvmn.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.80.1,,2025-05-21,2026-01-15,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
egyptiandirectory.com,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,45,184.168.116.137,sg,2026-01-19,2026-06-19,"two or more independent toxic signals | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
factmags.com,semrush,HIGH,Multi-signal spam,0.0,4,0,0,False,76,203.161.54.114,us,2026-02-18,2026-09-01,two or more independent toxic signals | S:link-network IP 203.161.54.114 (+26 sibling domains) | S:known link-farm IP block | S:no organic traffic/keywords (auth=4)
fifkxhby.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,4,104.21.84.81,,2025-05-22,2026-02-15,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
findinfo.in,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,27,118.139.181.85,sg,2026-03-18,2026-09-01,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
gamerkun.com,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,18,118.139.181.85,sg,2026-03-30,2026-08-31,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
getonline.co.in,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,26,118.139.181.85,sg,2026-03-14,2026-08-30,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
globalecommerce.org,semrush,HIGH,Multi-signal spam,0.0,3,0,0,False,58,118.139.177.45,sg,2025-12-11,2026-08-29,"two or more independent toxic signals | S:known link-farm IP block | S:dead (auth=3, 0 traffic, 0 keywords)"
googleseoauthority.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.91.152,,2026-08-11,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
googleseocraft.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,172.67.223.91,,2026-08-11,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
googleseoexperts.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.78.137,,2026-08-12,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
googleseopoint.shop,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,104.21.50.155,,2026-08-12,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
hebagh.cv,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,17,118.139.181.85,sg,2026-03-16,2026-06-28,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
homefinance.co.in,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,34,118.139.181.85,sg,2026-02-10,2026-09-01,"two or more independent toxic signals | S:link-network IP 118.139.181.85 (+31 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
hwousfvg.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,3,172.67.179.169,,2025-05-21,2026-01-22,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
indexaward.com,semrush,HIGH,Multi-signal spam,0.0,2,0,0,False,42,118.139.176.46,sg,2026-04-04,2026-08-30,"two or more independent toxic signals | S:link-network IP 118.139.176.46 (+8 sibling domains) | S:known link-farm IP block | S:dead (auth=2, 0 traffic, 0 keywords)"
indians.cc,semrush,HIGH,Multi-signal spam,0.0,3,0,0,False,55,118.139.181.255,sg,2026-01-14,2026-09-01,"two or more independent toxic signals | S:known link-farm IP block | S:dead (auth=3, 0 traffic, 0 keywords)"
intconference.org,semrush,HIGH,Multi-signal spam,0.0,5,0,0,False,2,184.168.107.83,sg,2026-03-02,2026-03-21,two or more independent toxic signals | S:known link-farm IP block | S:no organic traffic/keywords (auth=5)
itsyourgold.com,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,184.168.115.60,,2026-08-13,,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:link-network IP 184.168.115.60 (+8 sibling domains) | S:known link-farm IP block | S:dead (auth=0, 0 traffic, 0 keywords)"
izzbpkzo.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,4,172.67.162.88,,2025-05-21,2025-12-22,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
jattihep.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,2,172.67.163.79,,2025-05-21,2026-01-15,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
jdbfiqxv.xyz,ahrefs,HIGH,Multi-signal spam,0.0,0,0,0,True,3,172.67.161.117,,2025-05-21,2026-01-02,"two or more independent toxic signals | S:Ahrefs-is_spam=true | S:dead (auth=0, 0 traffic, 0 keywords)"
