Referring Domain,Current Action,Proposed Action,Confidence,Ahrefs Traffic,Ahrefs Positions,Follow Links,Ahrefs is_spam,IP,Reason
supplement4trial.com,NOT_AUDITED,DISAVOW,Medium,0,,8,True,35.220.190.36,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
targetblogs.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,,8,True,104.21.78.138,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
tusblogos.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,,8,True,104.21.79.7,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
vegan4k.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,,8,True,104.21.77.41,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
violationfunding.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,,8,True,67.205.0.187,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
actoblog.com,NOT_AUDITED,DISAVOW,Medium,0,0,7,True,104.21.61.229,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
blogripley.com,NOT_AUDITED,DISAVOW,Medium,0,0,7,True,172.67.198.253,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
blogstival.com,NOT_AUDITED,DISAVOW,Medium,0,0,7,True,172.67.161.203,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
blogtov.com,NOT_AUDITED,DISAVOW,Medium,0,0,7,True,104.21.70.30,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
newsbloger.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,7,True,104.21.37.116,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
popup-blog.com,REVIEW_MANUALLY,DISAVOW,Medium,0,,7,True,104.21.73.4,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
answerblogs.com,NOT_AUDITED,DISAVOW,Medium,0,0,6,True,104.21.79.131,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
archive-hu.com,NOT_AUDITED,DISAVOW,Medium,0,0,6,True,104.21.38.108,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
bestfornutrition.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,6,True,172.67.139.89,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
betulcrime.com,NOT_AUDITED,DISAVOW,Medium,0,0,6,True,172.67.192.162,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
blog-a-story.com,NOT_AUDITED,DISAVOW,Medium,0,0,6,True,104.21.12.92,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
blogunok.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,6,True,172.67.214.220,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
blogvivi.com,NOT_AUDITED,DISAVOW,Medium,0,0,6,True,172.67.187.178,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
blue-blogs.com,NOT_AUDITED,DISAVOW,Medium,0,0,6,True,172.67.201.33,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
da19fmuserguide.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,6,True,35.220.235.182,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
digitalchatni.com,NOT_AUDITED,DISAVOW,Medium,0,0,6,True,172.67.161.178,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
dupurgeniefr.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,6,True,172.67.179.13,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
fare-blog.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,6,True,104.21.24.161,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
imblogs.net,NOT_AUDITED,DISAVOW,Medium,0,,6,True,104.21.27.182,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
nfo.ae,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,8,5,6,True,23.227.38.65,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
primenewsartical.com,REVIEW_MANUALLY,DISAVOW,Medium,0,,6,True,172.67.158.108,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
blogproducer.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,5,True,104.21.14.237,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
affiliateshub.co.za,NOT_AUDITED,DISAVOW,Medium,0,0,4,True,102.212.247.163,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
articlement.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,4,True,172.67.160.66,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
bestweight-loss.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,4,True,194.164.64.177,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
buyoutblog.com,NOT_AUDITED,DISAVOW,Medium,0,0,4,True,104.21.30.14,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
dailyhealthtips.blog,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,4,True,206.54.190.30,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
developmentmi.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,4,True,104.21.89.233,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
directory-fast.com,NOT_AUDITED,DISAVOW,Medium,0,0,4,True,172.67.176.74,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
directory-nation.com,NOT_AUDITED,DISAVOW,Medium,0,0,4,True,172.67.193.53,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
directoryholiday.com,NOT_AUDITED,DISAVOW,Medium,0,0,4,True,172.67.161.79,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
fastlifesite.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,4,True,104.21.43.84,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
fitnesnow.org,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,4,True,45.136.49.121,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
ka-blogs.com,NOT_AUDITED,DISAVOW,Medium,0,0,4,True,104.21.93.131,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
libyanatravel.com,NOT_AUDITED,DISAVOW,Medium,0,0,4,True,104.21.70.241,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
nfo.hk,REVIEW_MANUALLY,DISAVOW,Medium,4,5,4,True,23.227.38.65,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
nootrimens.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,4,True,172.67.144.241,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
59bloggers.com,NOT_AUDITED,DISAVOW,Medium,0,0,3,True,104.21.50.79,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
bestnz-poker-casinoslot.com,NOT_AUDITED,DISAVOW,Medium,0,0,3,True,172.67.189.170,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
blogdosaga.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,3,True,104.21.84.39,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
brilko.shop,NOT_AUDITED,DISAVOW,Medium,0,0,3,True,104.21.63.118,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
do1nlq.asia,NOT_AUDITED,DISAVOW,Medium,0,0,3,True,172.67.165.175,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
educationalimpactblog.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,3,True,172.67.134.225,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
fashionclothingnews.com,NOT_AUDITED,DISAVOW,Medium,0,0,3,True,172.67.156.33,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
freaknaturals.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,3,True,172.67.164.209,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
kylieblog.com,NOT_AUDITED,DISAVOW,Medium,0,0,3,True,104.21.39.2,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
losblogos.com,NOT_AUDITED,DISAVOW,Medium,0,0,3,True,172.67.182.116,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
sitelinks.info,NOT_AUDITED,DISAVOW,Medium,0,0,3,True,188.114.97.3,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
1w1g03.asia,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,172.67.186.201,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
2eady8.info,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,172.67.197.100,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
3alamalafkar.online,REVIEW_MANUALLY,DISAVOW,Medium,0,0,2,True,192.178.223.121,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
4os828.asia,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,172.67.160.81,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
4topyp.asia,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,104.21.0.185,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
5x239g.asia,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,172.67.186.154,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
99bestsite.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,2,True,104.21.16.104,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
aferg.co,REVIEW_MANUALLY,DISAVOW,Medium,0,0,2,True,52.72.49.79,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
affiliatblogger.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,104.21.86.50,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
allistingdirectory.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,213.199.63.182,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
alphapowershop.online,REVIEW_MANUALLY,DISAVOW,Medium,0,0,2,True,185.158.133.1,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
apexelements.site,REVIEW_MANUALLY,DISAVOW,Medium,0,0,2,True,104.21.20.66,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
authorityprodirectory.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,213.199.63.182,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
bestarticleworld.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,2,True,104.21.55.170,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
bestbusniessdirectory.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,167.86.101.193,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
besttopdirectory.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,213.199.63.182,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
bifsl2.info,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,172.67.166.187,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
blazingblog.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,2,True,172.67.176.217,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
blogdanica.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,104.21.76.204,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
blogdun.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,172.67.159.115,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
bloginwi.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,104.21.1.6,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
blogmazing.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,172.67.134.37,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
blogocial.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,2,4,2,True,172.67.169.138,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
blogofoto.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,172.67.194.199,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
blogolenta.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,2,True,104.21.57.205,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
blogsvila.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,172.67.140.26,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
brokebutsmart.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,76.76.21.21,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
businesslistingportal.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,167.86.101.193,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
businesswebsitesdirectory.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,167.86.98.5,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
d9jtli.asia,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,104.21.88.169,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
dailyrestora.online,REVIEW_MANUALLY,DISAVOW,Medium,0,0,2,True,104.21.20.47,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
dialtoneapp.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,172.67.204.167,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
directorycloudhub.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,144.91.109.148,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
directoryio.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,172.67.219.2,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
dns.sc,NOT_AUDITED,REVIEW_MANUALLY,Low,1821,48,2,True,46.4.61.142,"Ahrefs flags this as spam, but it has 1,821 monthly organic visits and 48 ranking keywords. The flag conflicts with the traffic; resolve by hand rather than on the vendor score."
duckcoupon.co.uk,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,3,2,2,True,172.67.170.42,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
eliterankdirectory.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,167.86.101.193,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
enterprisedirectoryhub.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,167.86.101.193,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
eskywook.info,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,104.21.51.243,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
fastrankingdirectory.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,213.199.63.182,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
favicool.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,216.150.1.1,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
food4me.org,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,2,True,157.245.84.156,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
free-blogz.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,104.21.16.202,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
gauloisesracing.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,1,2,True,172.67.206.232,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
globalfitness24x7.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,74.208.236.90,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
globalrankdirectory.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,213.199.63.182,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
goabroadblog.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,104.21.80.8,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
guestpostsdirectory.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,167.86.98.5,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
guestpostwebdirectory.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,167.86.98.5,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
kiladeals.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,2,True,142.132.207.251,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
kkinsider.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,104.21.69.222,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
lawyerinjeddah.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,172.67.201.48,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
lemdro.id,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,2,True,104.21.91.154,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
linkboostdirectory.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,213.199.63.182,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
linkdirectoryzone.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,144.91.109.148,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
linkpitcherdirectory.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,213.199.63.182,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
linkpointdirectory.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,213.199.63.182,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
ltfblog.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,104.21.9.45,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
onvaxs.com,NOT_AUDITED,DISAVOW,Medium,0,0,2,True,172.67.214.193,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
oralhealthcomplete.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,2,True,195.200.9.186,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
thecompleteportal.com,REVIEW_MANUALLY,DISAVOW,Medium,0,,2,True,148.135.131.98,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
45eywv.asia,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,172.67.223.215,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
6kv5r2.info,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,172.67.189.30,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
6r85tr.asia,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,104.21.24.210,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
77thhub.asia,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,172.67.218.105,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
7pw6z.info,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,104.21.8.179,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
7steps.ai,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,164.90.177.35,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
99w56l.asia,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,172.67.131.148,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
alkjnaa.info,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,172.67.145.161,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
angelovertti.com.br,NOT_AUDITED,DISAVOW,Medium,29,7,1,True,186.202.153.4,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
anoodlife.com,REVIEW_MANUALLY,DISAVOW,Medium,0,0,1,True,72.61.234.81,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
azneyshamsuddin.com,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,202.172.28.194,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
bisprofit.com,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,1,True,104.21.80.31,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
bramo.shop,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,104.21.5.52,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
brandfetch.com,KEEP_AFFILIATE_RETAIN,REVIEW_MANUALLY,Low,1151848,98767,1,True,104.26.0.96,"Ahrefs flags this as spam, but it has 1,151,848 monthly organic visits and 98,767 ranking keywords. The flag conflicts with the traffic; resolve by hand rather than on the vendor score."
disk-modellen.no,NOT_AUDITED,DISAVOW,Medium,1,1,1,True,67.231.244.115,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
drect.net,KEEP_AFFILIATE_RETAIN,DISAVOW,Medium,0,0,1,True,104.21.75.177,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
e0ciz9.asia,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,104.21.68.211,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
eatyourgreensout.com,REVIEW_MANUALLY,DISAVOW,Medium,0,1,1,True,213.109.149.70,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
fc54yj.asia,NOT_AUDITED,DISAVOW,Medium,0,0,1,True,104.21.30.110,Ahrefs flags the referring domain as spam and it has no meaningful organic traffic or rankings to contradict that; the audit's domain-level metrics never reached it.
